nr,chemical_name,smiles,Reference,act
753,"N^G,N^G-Dimethylarginine hydrochloride",OC(=O)[C@H](N)CCC\N=C(\N(C)C)/N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
754,NG-Nitro-L-arginine,OC(=O)[C@H](N)CCC\N=C(\N[N+](=O)[O-])/N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
755,NG-Hydroxy-L-arginine acetate,OC(=O)[C@H](N)CCC\N=C(\NO)/N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
756,L-N6-(1-Iminoethyl)lysine hydrochloride,OC(=O)[C@H](N)CCCC\N=C(/N)\C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
757,NG-Monomethyl-L-arginine acetate,OC(=O)[C@H](N)CCCN\C(=N\C)\N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
758,L-Arginine,OC(=O)[C@H](N)CCCN=C(N)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
759,D-Serine,OC(=O)[C@H](N)CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
760,S-(+)-PD 123177 trifluoroacetate salt hydrate,OC(=O)[C@H]1N(Cc2ncn(c2C1)Cc1cc(C)c(N)cc1)C(=O)C(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
761,N-Succinyl-L-proline,OC(=O)[C@H]1N(CCC1)C(=O)CCC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
762,"Trans-Azetidine-2,4-dicarboxylic acid",OC(=O)[C@H]1N[C@@H](C1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
763,L-azetidine-2-carboxylic acid,OC(=O)[C@H]1NCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
764,Retinoic acid,OC(=O)\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
765,Sodium Oxamate,OC(=O)C(=O)N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
766,CR 2945,OC(=O)C[C@@H](CC(=O)Nc1c(cc(cc1C)C)C(=O)N1CCC2(CCCC2)CC1)c1c2c(ccc1)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
767,N-Methyl-D-aspartic acid,OC(=O)C[C@@H](NC)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
768,Gabaculine hydrochloride,OC(=O)C=1C[C@@H](N)C=CC=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
769,(-)-Perillic acid,OC(=O)C=1CC[C@H](CC=1)C(C)=C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
770,Isoguvacine hydrochloride,OC(=O)C=1CCNCC=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
771,Guvacine hydrochloride,OC(=O)C=1CNCCC=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
772,Trans-(±)-ACPD,OC(=O)C1(N)C[C@@H](CC1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
773,1-Aminocyclopropanecarboxylic acid hydrochloride,OC(=O)C1(N)CC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
774,AIDA,OC(=O)C1(N)CCc2c1ccc(c2)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
775,1-Amino-1-cyclohexanecarboxylic acid hydrochloride,OC(=O)C1(N)CCCCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
776,5-Nitro-2-(3-phenylpropylamino)benzoic acid,OC(=O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
777,AC-55649,OC(=O)c1ccc(cc1)-c1ccc(cc1)CCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
778,TTNPB,OC(=O)c1ccc(cc1)\C=C(/C)\c1cc2c(cc1)C(CCC2(C)C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
779,(±)-alpha-Methyl-4-carboxyphenylglycine,OC(=O)c1ccc(cc1)C(N)(C(O)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
780,Phthalamoyl-L-glutamic acid trisodium,OC(=O)c1ccccc1C(=O)N[C@H](CCC(O)=O)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
781,N-Phenylanthranilic acid,OC(=O)c1ccccc1Nc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
782,Quinolinic acid,OC(=O)c1cccnc1C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
783,Isonipecotic acid,OC(=O)C1CCNCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
784,Fusaric acid,OC(=O)c1ncc(cc1)CCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
785,L-Glutamic acid hydrochloride,OC(=O)CC[C@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
786,Alpha-Guanidinoglutaric acid,OC(=O)CC[C@@H](N=C(N)N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
787,Methotrexate,OC(=O)CC[C@@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
788,Aminopterin,OC(=O)CC[C@@H](NC(=O)c1ccc(NCc2nc3c(nc(nc3N)N)nc2)cc1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
789,CR 2249,OC(=O)CC[C@H](N)C(=O)NC1CCC(CC1)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
790,Gamma-Acetylinic GABA,OC(=O)CC[C@H](N)C#C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
791,(±)-gamma-Vinyl GABA,OC(=O)CC[C@H](N)C=C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
792,Proglumide,OC(=O)CC[C@H](NC(=O)c1ccccc1)C(=O)N(CCC)CCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
793,3-Nitropropionic acid,OC(=O)CC[N+](=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
794,Gabapentin,OC(=O)CC1(CCCCC1)CN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
795,Imidazole-4-acetic acid hydrochloride,OC(=O)Cc1[nH]cnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
796,L-2-aminoadipic acid,OC(=O)CCC[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
797,5-hydroxydecanoic acid sodium,OC(=O)CCC[C@H](O)CCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
798,"7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid",OC(=O)CCC\C=C\C(\C=C\CCCCCCCCCCC)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
799,Oleic Acid,OC(=O)CCCCCCC\C=C\CCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
800,Azelaic acid,OC(=O)CCCCCCCC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
801,6-Aminohexanoic acid,OC(=O)CCCCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
802,5-Aminovaleric acid hydrochloride,OC(=O)CCCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
803,GABA,OC(=O)CCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
804,Diethylenetriaminepentaacetic acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
805,N-arachidonylglycine,OC(=O)CNC(=O)CCC\C=C\C\C=C\C\C=C\C\C=C\CCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
806,Fexofenadine hydrochloride,OC(C1CCN(CC1)CCC[C@H](O)c1ccc(cc1)C(C(O)=O)(C)C)(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
807,Terfenadine,OC(C1CCN(CC1)CCC[C@H](O)c1ccc(cc1)C(C)(C)C)(c1ccccc1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
808,Trihexyphenidyl hydrochloride,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
809,Tropicamide,OC[C@@H](C(=O)N(Cc1ccncc1)CC)c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
810,Actinonin,OC[C@@H]1N(CCC1)C(=O)[C@H](NC(=O)[C@H](CCCCC)CC(=O)NO)C(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
811,Sphingosine,OC[C@H](N)[C@H](O)\C=C\CCCCCCCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
812,DL-erythro-Dihydrosphingosine,OC[C@H](N)[C@H](O)CCCCCCCCCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
813,Methysergide maleate,OC[C@H](NC(=O)[C@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
814,Roscovitine,OC[C@H](Nc1nc(NCc2ccccc2)c2ncn(c2n1)C(C)C)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
815,Cortisone,OC1(CC[C@@H]2[C@H]3[C@@H](C4(C(=CC(=O)CC4)CC3)C)C(=O)CC12C)C(=O)CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
816,Hydrocortisone,OC1(CC[C@@H]2[C@H]3[C@H]([C@@H](O)CC12C)C1(C(=CC(=O)CC1)CC3)C)C(=O)CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
817,Hydrocortisone 21-hemisuccinate sodium,OC1(CC[C@@H]2[C@H]3[C@H]([C@@H](O)CC12C)C1(C(=CC(=O)CC1)CC3)C)C(=O)COC(=O)CCC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
818,17alpha-hydroxyprogesterone,OC1(CC[C@H]2[C@@H]3[C@@H](CCC12C)C1(C(=CC(=O)CC1)CC3)C)C(=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
819,Cortisone 21-acetate,OC1(CC[C@H]2[C@@H]3[C@H](C4(C(=CC(=O)CC4)CC3)C)C(=O)CC12C)C(=O)COC(=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
820,Mifepristone,OC1(CC[C@H]2[C@@H]3C(=C4C(=CC(=O)CC4)CC3)[C@@H](CC12C)c1ccc(N(C)C)cc1)C#CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
821,"WIN 62,577",OC1(CC[C@H]2[C@H]3[C@@H](CCC12C)C1(C(CC3)=CC2=Nc3n(C=C2C1)c1c(n3)cccc1)C)C#C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
822,(±)-Butaclamol hydrochloride,OC1(CCN2[C@@H](C1)c1c3[C@@H](c4c(CCc3ccc1)cccc4)C2)C(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
823,"4-Androsten-4-ol-3,17-dione",OC1=C2CC[C@H]3[C@H]4CCC(=O)C4(CC[C@@H]3C2(CCC1=O)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
824,Karakoline,OC12[C@@H]3[C@H](C45[C@@H]6C[C@@H]1[C@@H]4N(CC6(CC[C@H]5O)C)CC)C[C@@H]([C@H](OC)C2)[C@H]3O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
825,Apomorphine hydrochloride hemihydrate,Oc1c-2c(C[C@@H]3N(CCc4c3c-2ccc4)C)ccc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
826,R(-)-N-Allylnorapomorphine hydrobromide,Oc1c-2c(C[C@@H]3N(CCc4c3c-2ccc4)CC=C)ccc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
827,R(-)-Propylnorapomorphine hydrochloride,Oc1c-2c(C[C@@H]3N(CCc4c3c-2ccc4)CCC)ccc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
828,"3,5-Dinitrocatechol",Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
829,Oxymetazoline hydrochloride,Oc1c(C)c(CC=2NCCN=2)c(cc1C(C)(C)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
830,Tyrphostin A9,Oc1c(cc(cc1C(C)(C)C)C=C(C#N)C#N)C(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
831,CGP-13501,Oc1c(cc(cc1C(C)(C)C)CC(C=O)(C)C)C(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
832,CGP-7930,Oc1c(cc(cc1C(C)(C)C)CC(CO)(C)C)C(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
833,Propofol,Oc1c(cccc1C(C)C)C(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
834,Benserazide hydrochloride,Oc1c(O)c(O)ccc1CNNC(=O)[C@@H](N)CO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
835,Tyrphostin 51,Oc1c(O)cc(cc1O)\C=C(\C(N)=C(C#N)C#N)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
836,Tyrphostin 25,Oc1c(O)cc(cc1O)C=C(C#N)C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
837,"R(-)-2,10,11-Trihydroxyaporphine hybrobromide",Oc1c2-c3cc(O)cc4CCN([C@@H](Cc2ccc1O)c34)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
838,"R(-)-2,10,11-Trihydroxy-N-propylnoraporphine hydrobromide",Oc1c2-c3cc(O)cc4CCN([C@@H](Cc2ccc1O)c34)CCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
839,Mitoxantrone,Oc1c2c(C(=O)c3c(C2=O)c(NCCNCCO)ccc3NCCNCCO)c(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
840,Emodin,Oc1c2c(cc(c1)C)C(=O)c1c(C2=O)c(O)cc(O)c1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
841,"1,5-Isoquinolinediol",Oc1c2c(ccc1)C(=O)NC=C2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
842,(±)-8-Hydroxy-DPAT hydrobromide,Oc1c2C[C@H](N(CCC)CCC)CCc2ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
843,(±)-PPHT hydrochloride,Oc1c2CC[C@@H](N(CCc3ccccc3)CCC)Cc2ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
844,Edrophonium chloride,Oc1cc([N+](CC)(C)C)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
845,"(S)-3,5-Dihydroxyphenylglycine",Oc1cc(cc(O)c1)[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
846,Fenoterol hydrobromide,Oc1cc(cc(O)c1)[C@H](O)CN[C@@H](Cc1ccc(O)cc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
847,Terbutaline hemisulfate,Oc1cc(cc(O)c1)[C@H](O)CNC(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
848,Metaproterenol hemisulfate,Oc1cc(cc(O)c1)[C@H](O)CNC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
849,S(-)-3PPP hydrochloride,Oc1cc(ccc1)[C@@H]1CCCN(C1)CCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
850,Phenylephrine hydrochloride,Oc1cc(ccc1)[C@H](O)CNC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
851,3-Hydroxybenzylhydrazine dihydrochloride,Oc1cc(ccc1)CNN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
852,CP55940,Oc1cc(ccc1[C@@H]1C[C@@H](O)CC[C@@H]1CCCO)C(CCCCCC)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
853,Tyrphostin AG 126,Oc1cc(ccc1[N+](=O)[O-])C=C(C#N)C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
854,(±)-Norepinephrine (+)bitartrate,Oc1cc(ccc1O)[C@@H](O)CN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
855,(-)-alpha-Methylnorepinephrine,Oc1cc(ccc1O)[C@H](O)[C@H](N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
856,Isotharine mesylate,Oc1cc(ccc1O)[C@H](O)[C@H](NC(C)C)CC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
857,Tyrphostin AG 835,Oc1cc(ccc1O)\C=C(\C(=O)N[C@@H](C)c1ccccc1)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
858,Tyrphostin AG 528,Oc1cc(ccc1O)\C=C(\C(=O)N1CCc2c1cccc2)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
859,Tyrphostin AG 494,Oc1cc(ccc1O)\C=C(\C(=O)Nc1ccccc1)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
860,Tyrphostin AG 490,Oc1cc(ccc1O)\C=C(\C(=O)NCc1ccccc1)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
861,Tyrphostin AG 698,Oc1cc(ccc1O)\C=C(\C(=O)NCCc1ccccc1)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
862,Tyrphostin AG 555,Oc1cc(ccc1O)\C=C(\C(=O)NCCCc1ccccc1)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
863,Tyrphostin AG 537,Oc1cc(ccc1O)\C=C(\C(=O)NCCCNC(=O)\C(=C\c1cc(O)c(O)cc1)\C#N)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
864,Piceatannol,Oc1cc(ccc1O)\C=C\c1cc(O)cc(O)c1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
865,Tyrphostin AG 808,Oc1cc(ccc1O)C(=O)\C(=C\c1c2c([nH]c1)cccc2)\C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
866,Tyrphostin AG 538,Oc1cc(ccc1O)C(=O)\C(=C\c1cc(O)c(O)cc1)\C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
867,L-alpha-Methyl DOPA,Oc1cc(ccc1O)C[C@](N)(C(O)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
868,"L-3,4-Dihydroxyphenylalanine",Oc1cc(ccc1O)C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
869,"L-3,4-Dihydroxyphenylalanine methyl ester",Oc1cc(ccc1O)C[C@H](N)C(OC)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
870,Tyrphostin 23,Oc1cc(ccc1O)C=C(C#N)C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
871,S-(-)-Carbidopa,Oc1cc(ccc1O)CC(NN)(C(O)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
872,"3,4-Dihydroxyphenylacetic acid",Oc1cc(ccc1O)CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
873,Dopamine hydrochloride,Oc1cc(ccc1O)CCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
